image_name,tree_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,canopy_area_px,canopy_width_px,canopy_height_px,canopy_diameter_px,canopy_compactness,canopy_circularity,canopy_asymmetry_score,canopy_gap_ratio,canopy_edge_roughness,canopy_irregularity,rgb_green_ratio,rgb_brightness_mean,rgb_brightness_std,distance_to_road_px,inverse_distance_to_road,road_overlap_ratio,road_buffer_overlap_ratio,normalized_canopy_size,inspection_priority_score,inspection_priority_level,candidate_source
000000.png,11,1980,651,2169,853,14844,189,202,202,0.3888,0.4196,0.0526,0.0,0.206,0.2939,0.4104,91.67,22.51,1.0,0.996,0.0,0.3312,0.0018,0.4147,Medium,sam
000000.png,12,1260,489,1431,666,22213,171,177,177,0.7339,0.6362,0.0127,0.0,0.1204,0.1816,0.425,88.54,30.76,1.0,0.996,0.0,0.3461,0.0027,0.3969,Medium,sam
000000.png,13,955,1284,1292,1611,66189,337,327,337,0.6006,0.4285,0.0322,0.0,0.2013,0.289,0.4416,82.98,30.14,1.0,0.996,0.0,0.0513,0.008,0.3568,Medium,sam
000000.png,14,936,1513,1215,1746,42721,279,233,279,0.6572,0.4557,0.0059,0.0,0.1876,0.274,0.4626,85.21,34.89,1.0,0.996,0.0,0.0773,0.0052,0.3567,Medium,sam
000000.png,15,868,1686,1202,2012,80979,334,326,334,0.7437,0.6003,0.0059,0.0,0.1313,0.1993,0.4293,105.44,28.4,1.0,0.996,0.0,0.0723,0.0098,0.3452,Medium,sam
000000.png,16,1299,1254,1547,1470,40428,248,216,248,0.7547,0.6559,0.0071,0.0,0.1147,0.172,0.438,76.74,26.79,1.0,0.996,0.0,0.2882,0.0049,0.3837,Medium,sam
000000.png,17,868,1292,1215,2012,126782,347,720,720,0.5075,0.3803,0.0227,0.0,0.229,0.3166,0.4398,98.62,32.31,1.0,0.996,0.0,0.0718,0.0153,0.3652,Medium,sam
000000.png,18,2540,1074,2691,1209,13620,151,135,151,0.6681,0.5539,0.0214,0.0,0.1469,0.2225,0.4481,83.66,28.55,43.97,0.8387,0.0,0.0,0.0016,0.2874,Low,sam
000000.png,19,1352,1502,1547,1716,30194,195,214,214,0.7236,0.6011,0.0222,0.0,0.131,0.1989,0.4549,84.48,24.53,1.0,0.996,0.0,0.2931,0.0036,0.39,Medium,sam
000000.png,20,2286,1715,2623,2001,61485,337,286,337,0.6379,0.4943,0.0561,0.0,0.1702,0.2533,0.4687,85.8,29.82,1.0,0.996,0.0,0.2641,0.0074,0.3963,Medium,sam
000000.png,21,1440,763,1558,861,9143,118,98,118,0.7906,0.6436,0.0292,0.0,0.1182,0.178,0.4522,93.72,31.41,1.0,0.996,0.0,0.2686,0.0011,0.3823,Medium,sam
000000.png,22,2466,1157,2649,1352,25046,183,195,195,0.7019,0.6236,0.0095,0.0,0.1241,0.1878,0.4409,79.31,30.97,2.2,0.9913,0.0,0.0862,0.003,0.3442,Medium,sam
000000.png,23,1299,1007,1547,1498,59594,248,491,491,0.4894,0.366,0.0713,0.0,0.2383,0.3251,0.4439,80.9,28.76,1.0,0.996,0.0,0.3212,0.0072,0.42,Medium,sam
000000.png,24,1925,519,2072,677,16030,147,158,158,0.6902,0.5745,0.01,0.0,0.1397,0.2121,0.4356,90.58,32.8,1.0,0.996,0.0,0.3659,0.0019,0.4051,Medium,sam
000000.png,25,1281,1502,1547,1738,44791,266,236,266,0.7135,0.5803,0.0174,0.0017,0.1378,0.2097,0.4529,84.37,26.67,1.0,0.996,0.0,0.3232,0.0054,0.3976,Medium,sam
000000.png,26,1040,1011,1348,1228,37655,308,217,308,0.5634,0.3593,0.0343,0.0,0.2429,0.3292,0.4361,97.93,33.61,1.0,0.996,0.0,0.1294,0.0045,0.3782,Medium,sam
000000.png,27,1250,1768,1528,2050,52033,278,282,282,0.6637,0.5719,0.0259,0.0,0.1406,0.2134,0.5022,94.25,29.85,1.0,0.996,0.0,0.3192,0.0063,0.3982,Medium,sam
000000.png,28,741,1995,1029,2160,36151,288,165,288,0.7608,0.5571,0.0329,0.0,0.1458,0.2209,0.4269,110.23,36.86,145.48,0.5588,0.0,0.0,0.0044,0.2047,Low,sam
000000.png,29,1217,699,1380,868,19749,163,169,169,0.7169,0.58,0.0286,0.0,0.1379,0.2094,0.4489,90.54,34.55,1.0,0.996,0.0,0.3337,0.0024,0.4002,Medium,sam
000000.png,30,1360,1119,1530,1273,18604,170,154,170,0.7106,0.5872,0.0295,0.0,0.1355,0.2057,0.46,90.85,30.33,1.0,0.996,0.0,0.3713,0.0022,0.4072,Medium,sam
000000.png,31,1435,568,1615,703,17260,180,135,180,0.7103,0.5502,0.0495,0.0,0.1483,0.2244,0.4291,93.87,26.85,1.0,0.996,0.0,0.4324,0.0021,0.4242,Medium,sam
000000.png,32,2409,834,2545,1015,18214,136,181,181,0.7399,0.6252,0.0226,0.0,0.1236,0.187,0.4488,82.06,28.35,78.4,0.7308,0.0,0.0,0.0022,0.2499,Low,sam
000000.png,33,1470,355,1581,478,9983,111,123,123,0.7312,0.6262,0.025,0.0,0.1233,0.1865,0.4035,98.79,25.37,1.0,0.996,0.0,0.6397,0.0012,0.4574,Medium,sam
000000.png,34,2841,1595,2995,1746,16718,154,151,154,0.7189,0.6077,0.0182,0.0,0.129,0.1956,0.4242,64.05,20.33,198.6,0.4518,0.0,0.0,0.002,0.167,Low,sam
000000.png,35,2610,965,2755,1146,16599,145,181,181,0.6325,0.4966,0.0305,0.0,0.1692,0.2521,0.4217,91.13,24.56,141.2,0.5685,0.0,0.0,0.002,0.2117,Low,sam
000000.png,36,2870,1742,3070,1920,22211,200,178,200,0.6239,0.5042,0.0143,0.0,0.166,0.2481,0.41,70.35,19.01,102.1,0.6647,0.0,0.0,0.0027,0.2385,Low,sam
000100.png,1,1453,1577,1513,1644,3156,60,67,67,0.7851,0.6917,0.0117,0.0,0.1052,0.1549,0.4601,56.61,14.82,188.75,0.47,0.0,0.0,0.0004,0.1655,Low,sam
000100.png,2,3212,561,3362,741,19608,150,180,180,0.7262,0.6139,0.0099,0.0,0.127,0.1925,0.4229,69.83,18.96,16.39,0.9365,0.0,0.0135,0.0024,0.3139,Low,sam
000100.png,3,2743,148,2848,234,5863,105,86,105,0.6493,0.5598,0.0196,0.0,0.1448,0.2195,0.4419,86.24,20.52,1.0,0.996,0.0,0.1927,0.0007,0.3723,Medium,sam
000100.png,4,2526,141,2638,261,9290,112,120,120,0.6912,0.6092,0.0145,0.0,0.1285,0.1948,0.4491,85.81,21.92,1.0,0.996,0.0,0.2502,0.0011,0.3797,Medium,sam
000100.png,5,3227,186,3354,381,19034,127,195,195,0.7686,0.6033,0.0287,0.0,0.1303,0.1978,0.4088,78.16,23.46,1.0,0.996,0.0,0.1576,0.0023,0.3632,Medium,sam
000100.png,6,2942,1119,3786,2160,412275,844,1041,1041,0.4692,0.4217,0.0458,0.0,0.2049,0.2928,0.461,68.57,26.89,1.0,0.996,0.0,0.0451,0.0497,0.3638,Medium,sam
000100.png,7,3152,1479,3782,2158,281584,630,679,679,0.6583,0.5065,0.0307,0.0,0.1651,0.2469,0.4604,67.33,27.99,1.0,0.996,0.0,0.0418,0.0339,0.3523,Medium,sam
000100.png,8,2252,377,2368,493,9934,116,116,116,0.7383,0.6428,0.0176,0.0,0.1184,0.1784,0.423,72.31,19.71,1.0,0.996,0.0,0.3103,0.0012,0.3896,Medium,sam
000100.png,9,3167,1686,3786,2160,211347,619,474,619,0.7203,0.537,0.0184,0.0,0.1531,0.2311,0.4533,67.65,28.58,1.0,0.996,0.0,0.0444,0.0255,0.348,Medium,sam
000100.png,10,2424,741,2492,823,4614,68,82,82,0.8275,0.7086,0.0186,0.0,0.1009,0.1468,0.4664,105.9,30.59,1.0,0.996,0.0,0.681,0.0006,0.459,Medium,sam
000100.png,11,2995,508,3208,741,35370,213,233,233,0.7127,0.5614,0.0256,0.0,0.1443,0.2187,0.427,76.06,18.57,1.0,0.996,0.0,0.2309,0.0043,0.381,Medium,sam
000100.png,12,3178,853,3390,1052,32211,212,199,212,0.7635,0.6705,0.0196,0.0,0.1108,0.165,0.4537,73.69,20.2,1.0,0.996,0.0,0.1306,0.0039,0.3522,Medium,sam
000100.png,13,3373,478,3497,621,13181,124,143,143,0.7433,0.653,0.0106,0.0,0.1156,0.1735,0.4537,90.62,23.73,129.0,0.5969,0.0,0.0,0.0016,0.2064,Low,sam
000100.png,14,3231,759,3332,876,8898,101,117,117,0.753,0.6474,0.0302,0.0,0.1172,0.1762,0.426,86.48,26.75,14.99,0.9418,0.0,0.0376,0.0011,0.3197,Low,sam
000100.png,15,3178,767,3390,1056,39988,212,289,289,0.6527,0.509,0.0387,0.0042,0.1641,0.2469,0.4482,75.89,21.63,1.0,0.996,0.0,0.1184,0.0048,0.3645,Medium,sam
000100.png,16,1905,358,2117,512,24538,212,154,212,0.7516,0.5905,0.0127,0.0,0.1344,0.2041,0.4235,63.11,21.52,9.0,0.9646,0.0,0.0364,0.003,0.329,Low,sam
000100.png,17,3212,1179,3542,1382,36686,330,203,330,0.5476,0.4106,0.0267,0.0,0.211,0.2991,0.4663,72.05,26.33,1.0,0.996,0.0,0.0711,0.0044,0.3612,Medium,sam
000100.png,18,2865,1888,3175,2160,63916,310,272,310,0.758,0.5675,0.0068,0.0,0.1422,0.2157,0.497,91.08,27.93,1.0,0.996,0.0,0.15,0.0077,0.363,Medium,sam
000100.png,19,2865,1648,3186,1911,56627,321,263,321,0.6708,0.5309,0.0024,0.0,0.1554,0.2343,0.4814,79.63,25.83,1.0,0.996,0.0,0.1626,0.0068,0.3677,Medium,sam
000100.png,20,2550,508,2631,579,4390,81,71,81,0.7633,0.6473,0.0273,0.0,0.1172,0.1762,0.4354,97.02,27.22,1.0,0.996,0.0,0.8681,0.0005,0.5017,Medium,sam
000100.png,21,1675,1815,1948,2001,39685,273,186,273,0.7815,0.6004,0.0132,0.0,0.1312,0.1992,0.4824,63.39,21.87,1.0,0.996,0.0,0.2479,0.0048,0.3803,Medium,sam
000100.png,22,2910,1431,3167,1686,44891,257,255,257,0.685,0.2742,0.0174,0.0,0.3142,0.3846,0.4854,70.99,24.01,1.0,0.996,0.0,0.2593,0.0054,0.4109,Medium,sam
000100.png,23,3230,369,3336,497,10526,106,128,128,0.7758,0.6455,0.0028,0.0,0.1177,0.1771,0.4233,85.99,20.78,1.0,0.996,0.0,0.2434,0.0013,0.3745,Medium,sam
000100.png,24,3230,486,3358,598,10582,128,112,128,0.7381,0.5139,0.0063,0.0,0.1621,0.243,0.4075,76.96,20.86,1.0,0.996,0.0,0.2289,0.0013,0.3819,Medium,sam
000100.png,25,1860,1520,2083,1742,38579,223,222,223,0.7793,0.6727,0.0096,0.0,0.1102,0.1639,0.5132,79.7,27.25,1.0,0.996,0.0,0.2778,0.0047,0.3806,Medium,sam
000100.png,26,2965,1074,3175,1224,23703,210,150,210,0.7525,0.6266,0.0162,0.0,0.1232,0.1863,0.4204,68.5,20.01,1.0,0.996,0.0,0.4118,0.0029,0.4112,Medium,sam
000100.png,27,2199,1052,2319,1164,9595,120,112,120,0.7139,0.636,0.0226,0.0,0.1204,0.1817,0.4751,110.1,28.34,1.0,0.996,0.0,0.4757,0.0012,0.4236,Medium,sam
000100.png,28,2950,1213,3155,1446,33259,205,233,233,0.6963,0.5667,0.0343,0.0,0.1424,0.216,0.4482,69.41,20.93,1.0,0.996,0.0,0.3469,0.004,0.4046,Medium,sam
000100.png,29,3080,235,3234,403,16702,154,168,168,0.6456,0.5472,0.0208,0.0,0.1493,0.2259,0.4159,80.57,21.14,1.0,0.996,0.0,0.5145,0.002,0.438,Medium,sam
000100.png,30,1929,810,2068,977,15739,139,167,167,0.678,0.5858,0.0153,0.0,0.136,0.2065,0.4142,71.4,22.77,101.6,0.6661,0.0,0.0,0.0019,0.2326,Low,sam
000100.png,31,3377,21,3430,88,2576,53,67,67,0.7254,0.627,0.0202,0.0,0.1231,0.1861,0.3853,85.74,20.54,126.39,0.6032,0.0,0.0,0.0003,0.2109,Low,sam
000100.png,32,2297,960,2383,1037,4715,86,77,86,0.712,0.6131,0.0074,0.0,0.1273,0.1929,0.4524,86.86,17.41,1.0,0.996,0.0,0.7595,0.0006,0.4805,Medium,sam
000200.png,1,1640,0,1835,335,39350,195,335,335,0.6024,0.3741,0.0521,0.0,0.233,0.3202,0.4198,79.48,30.67,6.0,0.9763,0.0,0.0323,0.0047,0.3533,Medium,components
000200.png,2,1845,0,2155,350,67250,310,350,350,0.6198,0.4497,0.0633,0.0092,0.1905,0.28,0.4119,82.23,30.86,0.0,1.0,0.0011,0.3178,0.0081,0.414,Medium,components
000200.png,3,2245,0,2387,960,86910,142,960,960,0.6375,0.1683,0.0651,0.0,0.4702,0.4737,0.4288,76.78,28.83,1.0,0.996,0.0,0.3725,0.0105,0.4524,Medium,components_split
000200.png,4,2387,0,2650,1015,150830,263,1015,1015,0.565,0.1498,0.076,0.0113,0.5133,0.4975,0.4205,77.1,28.53,1.0,0.996,0.0,0.0685,0.0182,0.3986,Medium,components_split
000200.png,5,2555,140,2570,160,250,15,20,20,0.8333,0.7475,0.06,0.0,0.0917,0.1285,0.3317,91.86,28.38,158.17,0.5312,0.0,0.0,0.0,0.1846,Low,components
000200.png,6,2225,205,2260,230,600,35,25,35,0.6857,0.5959,0.0417,0.0,0.1327,0.2014,0.395,80.28,28.36,1.0,0.996,0.0,1.0,0.0001,0.5332,Medium,components
000200.png,7,2520,280,2550,315,625,30,35,35,0.5952,0.5389,0.032,0.0,0.1524,0.2302,0.3668,87.84,34.97,140.21,0.5707,0.0,0.0,0.0001,0.209,Low,components
000200.png,8,1600,330,1665,375,1750,65,45,65,0.5983,0.5036,0.0486,0.0,0.1663,0.2484,0.3879,66.49,23.81,41.2,0.8481,0.0,0.0,0.0002,0.2966,Low,components
000200.png,9,1075,335,1715,685,122100,640,350,640,0.5451,0.1423,0.0455,0.031,0.5331,0.5123,0.4139,71.5,28.68,1.0,0.996,0.0,0.2225,0.0147,0.43,Medium,components
000200.png,10,1090,440,1115,455,275,25,15,25,0.7333,0.637,0.0727,0.0,0.1201,0.1813,0.3494,75.89,29.66,101.0,0.6676,0.0,0.0,0.0,0.2347,Low,components
000200.png,11,1700,490,1910,885,23600,210,395,395,0.2845,0.2071,0.0208,0.0,0.3992,0.4369,0.4206,92.07,34.16,1.0,0.996,0.0,0.8442,0.0028,0.5357,Medium,components
000200.png,12,2630,725,2695,785,2625,65,60,65,0.6731,0.5833,0.0286,0.0,0.1368,0.2077,0.3968,73.52,20.51,239.29,0.384,0.0,0.0,0.0003,0.1493,Low,components
000200.png,13,1165,965,1365,1225,23475,200,260,260,0.4514,0.3466,0.0439,0.0,0.2518,0.3369,0.4253,65.04,24.04,107.26,0.6511,0.0,0.0,0.0028,0.2507,Low,components
000200.png,14,2290,1030,2541,2160,188675,251,1130,1130,0.6652,0.1882,0.0331,0.0,0.4309,0.454,0.4771,72.67,30.34,0.0,1.0,0.0003,0.2794,0.0227,0.4307,Medium,components_split
000200.png,15,2541,1065,3130,2160,427835,589,1095,1095,0.6634,0.2915,0.0769,0.0011,0.2971,0.3729,0.4702,64.82,28.59,0.0,1.0,0.0001,0.0852,0.0516,0.3885,Medium,components_split
000200.png,16,1535,1090,1675,1290,15525,140,200,200,0.5545,0.4159,0.1188,0.0,0.2081,0.2961,0.464,93.34,30.44,1.0,0.996,0.0,0.5488,0.0019,0.4651,Medium,components
000200.png,17,870,1460,1050,1805,23000,180,345,345,0.3704,0.2121,0.0361,0.0,0.3914,0.4326,0.4335,60.12,20.05,206.12,0.4385,0.0,0.0,0.0028,0.2005,Low,components
000200.png,18,1420,1645,1530,1700,4175,110,55,110,0.6901,0.5176,0.0144,0.0,0.1606,0.2412,0.4671,89.68,37.71,1.0,0.996,0.0,0.8465,0.0005,0.5058,Medium,components
000200.png,19,1255,1775,1500,2025,49475,245,250,250,0.8078,0.6677,0.0026,0.0,0.1115,0.1664,0.5224,73.58,28.2,1.0,0.996,0.0,0.2748,0.006,0.3799,Medium,components
000200.png,20,2080,1975,2175,2160,11850,95,185,185,0.6743,0.4677,0.0338,0.0,0.182,0.2675,0.4748,109.16,30.64,1.0,0.996,0.0,0.5555,0.0014,0.4536,Medium,components
000300.png,1,1695,0,1820,45,4075,125,45,125,0.7244,0.4715,0.0663,0.0,0.1802,0.2655,0.3741,111.97,21.18,231.2,0.3966,0.0,0.0,0.0005,0.1655,Low,components
000300.png,2,1850,0,2285,495,113900,435,495,495,0.529,0.2731,0.0515,0.0508,0.3153,0.4006,0.4135,84.43,33.69,0.0,1.0,0.0009,0.281,0.0137,0.4286,Medium,components
000300.png,3,2375,0,2640,300,51675,265,300,300,0.65,0.3893,0.0483,0.0,0.2234,0.3113,0.3988,87.44,29.06,1.0,0.996,0.0,0.1787,0.0062,0.387,Medium,components
000300.png,4,1685,110,1840,475,34850,155,365,365,0.616,0.327,0.0491,0.0,0.2666,0.3492,0.4277,75.92,27.81,66.12,0.7676,0.0,0.0,0.0042,0.2882,Low,components
000300.png,5,2330,350,2507,1335,122650,177,985,985,0.7035,0.1921,0.0155,0.0,0.424,0.4503,0.439,73.46,28.24,0.0,1.0,0.0006,0.2936,0.0148,0.43,Medium,components_split
000300.png,6,2507,310,2805,1395,173000,298,1085,1085,0.5351,0.1525,0.0569,0.0234,0.5065,0.498,0.4362,71.37,27.0,1.0,0.996,0.0,0.0171,0.0209,0.3881,Medium,components_split
000300.png,7,2645,410,2660,430,300,15,20,20,1.0,0.8655,0.0333,0.0,0.0675,0.0741,0.3811,83.87,30.03,148.01,0.5532,0.0,0.0,0.0,0.1804,Low,components
000300.png,8,1865,435,1895,460,500,30,25,30,0.6667,0.5982,0.03,0.0,0.1319,0.2003,0.3923,88.45,21.61,32.18,0.8792,0.0,0.0,0.0001,0.2968,Low,components
000300.png,9,900,455,965,545,3800,65,90,90,0.6496,0.5406,0.0263,0.0,0.1518,0.2293,0.3538,51.31,20.94,193.2,0.4617,0.0,0.0,0.0005,0.1756,Low,components
000300.png,10,1015,585,1282,865,46190,267,280,280,0.6178,0.3491,0.0529,0.0,0.25,0.3354,0.4323,57.72,23.28,0.0,1.0,0.0005,0.1679,0.0056,0.39,Medium,components_split
000300.png,11,1282,580,1397,910,27650,115,330,330,0.7286,0.3223,0.0056,0.0072,0.2704,0.3543,0.426,64.16,21.8,0.0,1.0,0.0027,0.334,0.0033,0.4217,Medium,components_split
000300.png,12,1397,475,1710,945,72035,313,470,470,0.4897,0.2044,0.0635,0.0,0.4033,0.4392,0.4266,72.63,27.65,1.0,0.996,0.0,0.2341,0.0087,0.4192,Medium,components_split
000300.png,13,1600,475,1675,525,2075,75,50,75,0.5533,0.468,0.0434,0.0,0.1818,0.2673,0.3931,64.54,19.49,38.17,0.8584,0.0,0.0,0.0003,0.302,Low,components
000300.png,14,1170,495,1375,565,6675,205,70,205,0.4652,0.2951,0.0742,0.0,0.2938,0.3701,0.4068,70.21,26.93,6.2,0.9755,0.0,0.3354,0.0008,0.4228,Medium,components
000300.png,15,1030,500,1145,545,3475,115,45,115,0.6715,0.4627,0.0302,0.0,0.1843,0.2702,0.3942,71.13,23.91,39.15,0.855,0.0,0.0,0.0004,0.3001,Low,components
000300.png,16,1025,590,1115,625,1300,90,35,90,0.4127,0.2611,0.2154,0.0,0.3281,0.394,0.3764,69.33,28.29,15.4,0.9403,0.0,0.0885,0.0002,0.3805,Medium,components
000300.png,17,1595,595,1620,610,300,25,15,25,0.8,0.6839,0.0167,0.0,0.1072,0.1586,0.381,70.27,17.36,1.0,0.996,0.0,1.0,0.0,0.5243,Medium,components
000300.png,18,1870,685,1925,770,3450,55,85,85,0.738,0.6072,0.0362,0.0,0.1291,0.1959,0.4518,92.23,32.36,1.0,0.996,0.0,0.9881,0.0004,0.5295,Medium,components
000300.png,19,1830,805,1900,840,1900,70,35,70,0.7755,0.5857,0.0289,0.0,0.136,0.2065,0.461,80.53,28.4,1.0,0.996,0.0,0.4763,0.0002,0.428,Medium,components
000300.png,20,1450,915,1470,935,325,20,20,20,0.8125,0.7294,0.0462,0.0,0.0959,0.137,0.4083,74.45,23.24,178.01,0.4906,0.0,0.0,0.0,0.1724,Low,components
000300.png,21,1780,975,1815,990,350,35,15,35,0.6667,0.4891,0.0,0.0,0.1724,0.2561,0.4004,84.6,13.21,1.0,0.996,0.0,0.9571,0.0,0.5286,Medium,components
000300.png,22,1715,1025,1780,1085,2575,65,60,65,0.6603,0.5722,0.033,0.0,0.1405,0.2133,0.4557,77.76,25.73,1.0,0.996,0.0,0.6629,0.0003,0.4667,Medium,components
000300.png,23,1670,1145,1750,1230,5125,80,85,85,0.7537,0.6353,0.0176,0.0,0.1206,0.1821,0.5178,98.11,32.86,1.0,0.996,0.0,0.1928,0.0006,0.3665,Medium,components
000300.png,24,1605,1305,1670,1410,4425,65,105,105,0.6484,0.5307,0.0192,0.0,0.1555,0.2344,0.5142,90.75,28.77,26.0,0.9012,0.0,0.0,0.0005,0.3075,Low,components
000300.png,25,1050,1345,1250,1570,27175,200,225,225,0.6039,0.4552,0.0269,0.0,0.1878,0.2743,0.4407,61.52,22.32,179.2,0.4883,0.0,0.0,0.0033,0.1908,Low,components
000300.png,26,1545,1515,1620,1585,3050,75,70,75,0.581,0.5095,0.0639,0.0,0.1639,0.2454,0.4974,77.95,21.84,15.4,0.9403,0.0,0.1318,0.0004,0.3517,Medium,components
000300.png,27,2680,1535,3210,2160,227475,530,625,625,0.6867,0.5269,0.0381,0.0,0.157,0.2363,0.473,62.4,25.13,0.0,1.0,0.0001,0.0673,0.0274,0.3568,Medium,components
000300.png,28,2380,1540,2635,2090,94650,255,550,550,0.6749,0.3178,0.0591,0.0,0.274,0.3551,0.4477,63.3,21.7,1.0,0.996,0.0,0.3816,0.0114,0.436,Medium,components
000300.png,29,1415,1720,1570,1855,15575,155,135,155,0.7443,0.629,0.0026,0.0,0.1225,0.1852,0.5173,98.3,34.02,1.0,0.996,0.0,0.3596,0.0019,0.399,Medium,components
000400.png,1,1345,165,1537,675,59355,192,510,510,0.6062,0.3194,0.0529,0.0108,0.2727,0.3573,0.4264,85.53,28.6,37.18,0.8618,0.0,0.0,0.0072,0.3196,Low,components_split
000400.png,2,1537,150,1634,715,33545,97,565,565,0.6121,0.121,0.0951,0.0,0.5994,0.5314,0.4267,89.24,27.4,1.0,0.996,0.0,0.1331,0.004,0.4152,Medium,components_split
000400.png,3,1634,60,1831,700,65370,197,640,640,0.5185,0.2429,0.1153,0.0,0.3494,0.4076,0.4221,92.87,31.51,1.0,0.996,0.0,0.2336,0.0079,0.4194,Medium,components_split
000400.png,4,1831,0,1930,175,9460,99,175,175,0.546,0.406,0.095,0.0,0.2136,0.3017,0.4013,100.29,34.35,1.0,0.996,0.0,0.6312,0.0011,0.48,Medium,components_split
000400.png,5,2035,0,2290,420,65175,255,420,420,0.6085,0.2618,0.06,0.0,0.3273,0.3935,0.4035,98.24,29.18,1.0,0.996,0.0,0.2737,0.0079,0.4198,Medium,components
000400.png,6,1620,25,1695,145,4700,75,120,120,0.5222,0.352,0.0521,0.0,0.2479,0.3335,0.389,113.54,26.15,159.0,0.5294,0.0,0.0,0.0006,0.2141,Low,components
000400.png,7,1780,25,1790,45,150,10,20,20,0.75,0.6138,0.0667,0.0,0.127,0.1926,0.407,96.93,14.69,54.15,0.8053,0.0,0.0,0.0,0.2772,Low,components
000400.png,8,1215,365,1350,725,20250,135,360,360,0.4167,0.2414,0.0363,0.0,0.3512,0.4088,0.4195,89.6,34.87,81.31,0.7224,0.0,0.0,0.0024,0.282,Low,components
000400.png,9,2025,440,2463,2125,402010,438,1685,1685,0.5447,0.1149,0.0283,0.0978,0.6215,0.5698,0.4402,80.8,29.3,0.0,1.0,0.0001,0.1585,0.0485,0.4371,Medium,components_split
000400.png,10,2463,845,2775,2130,146030,312,1285,1285,0.3642,0.1495,0.199,0.0,0.5141,0.4944,0.4575,81.96,27.24,1.0,0.996,0.0,0.0357,0.0176,0.4026,Medium,components_split
000400.png,11,2350,555,2360,575,150,10,20,20,0.75,0.627,0.0333,0.0,0.1231,0.1861,0.3921,82.44,15.23,180.96,0.4849,0.0,0.0,0.0,0.1767,Low,components
000400.png,12,1440,655,1480,695,1350,40,40,40,0.8438,0.724,0.0333,0.0,0.0972,0.1395,0.3888,114.97,37.35,1.0,0.996,0.0,0.7644,0.0002,0.476,Medium,components
000400.png,13,835,745,1235,980,24625,400,235,400,0.262,0.1476,0.0853,0.0,0.5189,0.4966,0.3922,92.7,33.26,1.0,0.996,0.0,0.5713,0.003,0.4965,Medium,components
000400.png,14,1125,745,1220,835,5550,95,90,95,0.6491,0.529,0.055,0.0,0.1562,0.2353,0.3848,82.51,23.6,8.4,0.967,0.0,0.1225,0.0007,0.3555,Medium,components
000400.png,15,2400,760,2450,815,1750,50,55,55,0.6364,0.5621,0.0143,0.0,0.144,0.2184,0.3496,81.14,24.04,202.03,0.4457,0.0,0.0,0.0002,0.1679,Low,components
000400.png,16,790,795,860,815,950,70,20,70,0.6786,0.3222,0.0579,0.0,0.2704,0.3522,0.3914,98.1,37.15,39.15,0.855,0.0,0.0,0.0001,0.3151,Low,components
