image_name,tree_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,canopy_area_px,canopy_width_px,canopy_height_px,canopy_diameter_px,canopy_compactness,canopy_circularity,canopy_asymmetry_score,canopy_gap_ratio,canopy_edge_roughness,canopy_irregularity,rgb_green_ratio,rgb_brightness_mean,rgb_brightness_std,distance_to_road_px,inverse_distance_to_road,road_overlap_ratio,road_buffer_overlap_ratio,normalized_canopy_size,inspection_priority_score,inspection_priority_level,candidate_source
seq21_000000.png,11,2100,1239,2256,1356,12612,156,117,156,0.691,0.576,0.0316,0.0,0.1393,0.2114,0.42,92.45,23.59,1.0,0.996,0.0,0.224,0.0015,0.3787,Medium,sam
seq21_000000.png,12,1442,1678,1555,1875,17589,113,197,197,0.7901,0.6057,0.0251,0.0,0.1296,0.1966,0.4656,76.24,26.16,1.0,0.996,0.0,0.3509,0.0021,0.4013,Medium,sam
seq21_000000.png,13,1230,1551,1330,1656,7963,100,105,105,0.7584,0.6632,0.0205,0.0,0.1127,0.1685,0.4348,98.82,25.69,1.0,0.996,0.0,0.5832,0.001,0.4429,Medium,sam
seq21_000000.png,14,1505,1198,1610,1277,6724,105,79,105,0.8106,0.6786,0.0126,0.0,0.1086,0.1611,0.4224,77.45,24.34,1.0,0.996,0.0,0.6068,0.0008,0.4457,Medium,sam
seq21_000000.png,15,1060,1854,1245,2070,26052,185,216,216,0.652,0.5449,0.0215,0.0,0.1502,0.2271,0.4749,95.57,31.35,1.0,0.996,0.0,0.5083,0.0031,0.4371,Medium,sam
seq21_000000.png,16,2481,1716,2590,1840,10045,109,124,124,0.7432,0.6408,0.0167,0.0,0.119,0.1794,0.4784,80.42,26.64,27.2,0.8969,0.0,0.0,0.0012,0.2978,Low,sam
seq21_000000.png,17,1370,1678,1555,1875,24491,185,197,197,0.672,0.4714,0.0382,0.0,0.1803,0.2655,0.4586,78.34,31.06,1.0,0.996,0.0,0.4351,0.003,0.4299,Medium,sam
seq21_000000.png,18,1195,1633,1305,1761,10619,110,128,128,0.7542,0.6479,0.0102,0.0,0.117,0.176,0.4592,99.85,28.02,1.0,0.996,0.0,0.6119,0.0013,0.4488,Medium,sam
seq21_000000.png,19,1440,1536,1555,1671,12399,115,135,135,0.7986,0.6529,0.0119,0.0,0.1156,0.1735,0.4503,74.48,21.09,1.0,0.996,0.0,0.5235,0.0015,0.4309,Medium,sam
seq21_000000.png,20,594,1685,819,1903,29401,225,218,225,0.5994,0.5231,0.022,0.0,0.1584,0.2383,0.4497,62.09,20.95,198.93,0.4513,0.0,0.0,0.0035,0.1739,Low,sam
seq21_000000.png,21,440,1862,797,2136,63404,357,274,357,0.6482,0.515,0.0474,0.0,0.1617,0.2425,0.4412,68.02,18.46,209.0,0.4334,0.0,0.0,0.0076,0.1723,Low,sam
seq21_000000.png,22,2395,1510,2514,1618,9512,119,108,119,0.7401,0.6307,0.0197,0.0,0.122,0.1843,0.4308,84.84,24.66,6.0,0.9763,0.0,0.1196,0.0011,0.3466,Medium,sam
seq22_000000.png,1,1761,114,1869,238,9946,108,124,124,0.7427,0.616,0.0326,0.0,0.1264,0.1915,0.4164,83.75,25.93,72.39,0.7486,0.0,0.0,0.0012,0.2567,Low,sam
seq22_000000.png,2,1554,846,1708,984,13803,154,138,154,0.6495,0.5405,0.0816,0.0,0.1518,0.2293,0.4452,77.05,23.0,9.39,0.9631,0.0,0.0598,0.0017,0.3437,Medium,sam
seq22_000000.png,3,1554,729,1719,981,28540,165,252,252,0.6864,0.5415,0.0188,0.0,0.1514,0.2288,0.4507,76.08,24.17,12.0,0.9531,0.0,0.0341,0.0034,0.3295,Low,sam
seq22_000000.png,4,2425,827,2619,973,21439,194,146,194,0.7569,0.6404,0.0127,0.0,0.1191,0.1796,0.4278,77.77,18.57,1.0,0.996,0.0,0.3739,0.0026,0.4022,Medium,sam
seq22_000000.png,5,1565,729,1716,872,16062,151,143,151,0.7439,0.5782,0.0355,0.0,0.1385,0.2102,0.4549,75.25,25.43,15.0,0.9418,0.0,0.0241,0.0019,0.3227,Low,sam
seq22_000000.png,6,1505,917,1674,1108,23626,169,191,191,0.7319,0.6438,0.0135,0.0,0.1182,0.1779,0.4639,76.66,21.36,17.79,0.9313,0.0,0.0122,0.0028,0.3103,Low,sam
seq22_000000.png,7,2235,107,2353,234,10959,118,127,127,0.7313,0.6339,0.0161,0.0,0.121,0.1827,0.4227,84.97,29.18,1.0,0.996,0.0,0.3965,0.0013,0.4073,Medium,sam
seq22_000000.png,8,3141,1558,3276,1690,13904,135,132,135,0.7802,0.669,0.0076,0.0,0.1112,0.1658,0.4466,72.93,22.18,52.0,0.8122,0.0,0.0,0.0017,0.2695,Low,sam
seq22_000000.png,9,1791,988,1890,1104,8931,99,116,116,0.7777,0.669,0.0142,0.0,0.1112,0.1658,0.4152,77.28,24.33,1.0,0.996,0.0,0.4772,0.0011,0.4207,Medium,sam
seq22_000000.png,10,3069,1401,3208,1532,13072,139,131,139,0.7179,0.6368,0.0257,0.0,0.1202,0.1813,0.4792,83.43,27.65,5.2,0.9794,0.0,0.0685,0.0016,0.3375,Medium,sam
seq22_000000.png,11,2469,1074,2720,1273,38705,251,199,251,0.7749,0.6023,0.0129,0.0,0.1307,0.1983,0.4446,68.88,19.51,1.0,0.996,0.0,0.2785,0.0047,0.3862,Medium,sam
seq22_000000.png,12,1236,1656,1465,1884,38715,229,228,229,0.7415,0.5927,0.0254,0.0,0.1337,0.2031,0.4937,79.9,28.64,1.0,0.996,0.0,0.1647,0.0047,0.3655,Medium,sam
seq22_000000.png,13,1680,1281,1828,1427,17261,148,146,148,0.7988,0.6771,0.0011,0.0,0.109,0.1618,0.4279,79.89,19.08,1.0,0.996,0.0,0.5426,0.0021,0.432,Medium,sam
seq22_000000.png,14,1165,1832,1415,2072,42802,250,240,250,0.7134,0.5789,0.0139,0.0,0.1383,0.2099,0.4934,78.36,30.14,1.0,0.996,0.0,0.1454,0.0052,0.3615,Medium,sam
seq22_000000.png,15,1300,1461,1530,1671,32199,230,210,230,0.6666,0.5787,0.0157,0.0,0.1383,0.21,0.4572,76.75,29.63,1.0,0.996,0.0,0.1502,0.0039,0.3625,Medium,sam
seq22_000000.png,16,1480,2091,1655,2160,9739,175,69,175,0.8065,0.5419,0.0236,0.0,0.1513,0.2286,0.4431,76.85,20.84,1.0,0.996,0.0,0.3691,0.0012,0.4094,Medium,sam
seq22_000000.png,17,2585,1461,2814,1680,37818,229,219,229,0.7541,0.6371,0.0214,0.0,0.1201,0.1812,0.4369,72.23,20.51,1.0,0.996,0.0,0.2338,0.0046,0.3756,Medium,sam
seq22_000000.png,18,1380,1318,1570,1502,25675,190,184,190,0.7344,0.5962,0.0222,0.0,0.1326,0.2013,0.4507,89.94,25.9,1.0,0.996,0.0,0.1866,0.0031,0.369,Medium,sam
seq22_000000.png,19,1380,1160,1595,1502,50338,215,342,342,0.6846,0.5194,0.0036,0.0,0.1599,0.2402,0.4599,91.04,26.8,1.0,0.996,0.0,0.1816,0.0061,0.3724,Medium,sam
seq22_000000.png,20,1415,1160,1595,1333,23831,180,173,180,0.7653,0.5979,0.0247,0.0,0.1321,0.2005,0.4702,91.96,27.65,1.0,0.996,0.0,0.1742,0.0029,0.3666,Medium,sam
seq22_000000.png,21,1720,302,1825,445,10169,105,143,143,0.6773,0.5525,0.015,0.0,0.1474,0.2232,0.4316,90.04,21.79,15.4,0.9403,0.0,0.0272,0.0012,0.3227,Low,sam
seq22_000000.png,22,2282,0,2364,90,4085,82,90,90,0.5535,0.4815,0.0169,0.0,0.1757,0.2601,0.4087,109.82,24.83,1.0,0.996,0.0,0.3841,0.0005,0.4164,Medium,sam
seq22_000000.png,23,1060,2060,1187,2160,10086,127,100,127,0.7942,0.658,0.0332,0.0,0.1142,0.171,0.4916,67.55,21.5,129.0,0.5969,0.0,0.0,0.0012,0.2082,Low,sam
seq22_000000.png,24,1689,135,1764,220,4720,75,85,85,0.7404,0.6506,0.0248,0.0,0.1162,0.1746,0.3965,94.09,33.09,145.45,0.5589,0.0,0.0,0.0006,0.1964,Low,sam
seq22_000000.png,25,2657,870,2725,915,2460,68,45,68,0.8039,0.6726,0.0276,0.0,0.1102,0.164,0.4159,97.77,23.72,1.0,0.996,0.0,1.0,0.0003,0.5262,Medium,sam
seq22_000000.png,26,1645,1500,1770,1665,13343,125,165,165,0.6469,0.5538,0.0149,0.0,0.1469,0.2225,0.4532,79.89,17.89,1.0,0.996,0.0,0.3603,0.0016,0.406,Medium,sam
seq24_000000.png,1,1918,711,2162,962,44525,244,251,251,0.727,0.5684,0.0429,0.0,0.1418,0.2152,0.3857,76.2,13.64,187.0,0.4733,0.0,0.0,0.0054,0.1794,Low,sam
seq24_000000.png,2,1933,617,2076,681,7035,143,64,143,0.7687,0.5418,0.0125,0.0,0.1513,0.2287,0.3718,89.4,17.72,150.5,0.5477,0.0,0.0,0.0008,0.2,Low,sam
seq25_000000.png,1,1611,1989,1858,2160,33131,247,171,247,0.7844,0.5866,0.0192,0.0,0.1357,0.2061,0.4746,83.66,41.26,2.0,0.992,0.0,0.0356,0.004,0.3382,Medium,sam
seq25_000000.png,2,2567,1224,2713,1356,13443,146,132,146,0.6975,0.5932,0.0341,0.0,0.1335,0.2028,0.4103,78.52,41.5,5.6,0.9778,0.0,0.1122,0.0016,0.3499,Medium,sam
seq25_000000.png,3,2443,1198,2526,1296,6158,83,98,98,0.7571,0.6586,0.0067,0.0,0.114,0.1707,0.3905,116.16,43.05,3.6,0.9857,0.0,0.1929,0.0007,0.3607,Medium,sam
seq25_000000.png,4,3264,294,3339,377,5149,75,83,83,0.8271,0.7065,0.012,0.0,0.1015,0.1478,0.3512,104.82,17.93,130.42,0.5935,0.0,0.0,0.0006,0.2015,Low,sam
seq25_000000.png,5,3527,1566,3591,1641,3909,64,75,75,0.8144,0.6609,0.0118,0.0,0.1134,0.1697,0.3924,92.16,39.71,3.0,0.9881,0.0,0.5278,0.0005,0.4287,Medium,sam
seq25_000000.png,6,2286,1303,2394,1423,9109,108,120,120,0.7029,0.6215,0.0135,0.0,0.1247,0.1888,0.4085,101.53,49.6,3.0,0.9881,0.0,0.2503,0.0011,0.3763,Medium,sam
seq25_000000.png,7,2207,1536,2394,1723,25696,187,187,187,0.7348,0.6004,0.016,0.0,0.1312,0.1992,0.4318,83.3,40.42,1.0,0.996,0.0,0.2846,0.0031,0.3877,Medium,sam
seq25_000000.png,8,1896,1569,2068,1742,19132,172,173,173,0.643,0.5575,0.0189,0.0,0.1457,0.2207,0.4202,103.28,49.51,1.0,0.996,0.0,0.2747,0.0023,0.3891,Medium,sam
seq25_000000.png,9,2859,960,3006,1078,12057,147,118,147,0.6951,0.6041,0.0276,0.0,0.1301,0.1974,0.401,91.21,34.47,9.39,0.9631,0.0,0.0883,0.0015,0.3392,Medium,sam
seq25_000000.png,10,2451,1284,2631,1468,21960,180,184,184,0.663,0.5865,0.0202,0.0,0.1357,0.2061,0.4114,76.03,34.55,1.0,0.996,0.0,0.2305,0.0026,0.3782,Medium,sam
seq25_000000.png,11,3141,1498,3362,1674,25678,221,176,221,0.6602,0.5243,0.0372,0.0,0.158,0.2377,0.4247,89.04,33.87,1.0,0.996,0.0,0.2086,0.0031,0.3804,Medium,sam
seq25_000000.png,12,2349,1440,2503,1577,14961,154,137,154,0.7091,0.6123,0.0263,0.0,0.1275,0.1933,0.4492,84.21,43.16,1.0,0.996,0.0,0.3623,0.0018,0.4032,Medium,sam
seq25_000000.png,13,2908,2008,3163,2160,29281,255,152,255,0.7554,0.5965,0.0354,0.0,0.1325,0.2011,0.4256,80.7,29.66,1.0,0.996,0.0,0.2107,0.0035,0.3752,Medium,sam
seq25_000000.png,14,3550,902,3816,1408,76444,266,506,506,0.568,0.4117,0.0424,0.0,0.2104,0.2985,0.4065,107.31,34.53,1.0,0.996,0.0,0.2445,0.0092,0.3981,Medium,sam
seq25_000000.png,15,3550,1056,3778,1412,55125,228,356,356,0.6791,0.5409,0.0054,0.0,0.1516,0.2291,0.4054,101.59,33.64,1.0,0.996,0.0,0.2534,0.0066,0.3854,Medium,sam
seq25_000000.png,16,1603,1993,1930,2160,39964,327,167,327,0.7318,0.5028,0.0525,0.0,0.1666,0.2489,0.4577,86.8,42.1,1.0,0.996,0.0,0.1079,0.0048,0.3637,Medium,sam
seq25_000000.png,17,3201,475,3388,576,12425,187,101,187,0.6579,0.5177,0.0545,0.0,0.1605,0.2411,0.3714,100.75,25.41,1.0,0.996,0.0,0.1091,0.0015,0.3625,Medium,sam
seq25_000000.png,18,2113,1438,2233,1560,10069,120,122,122,0.6878,0.6054,0.0243,0.0,0.1297,0.1967,0.3997,127.92,45.07,1.0,0.996,0.0,0.3749,0.0012,0.4059,Medium,sam
seq25_000000.png,19,3335,1911,3583,2158,39764,248,247,248,0.6491,0.5327,0.0437,0.0,0.1548,0.2334,0.417,101.24,38.47,1.0,0.996,0.0,0.1736,0.0048,0.3736,Medium,sam
seq25_000000.png,20,1530,1907,1663,2098,17844,133,191,191,0.7024,0.5968,0.0179,0.0,0.1324,0.201,0.3817,135.14,39.9,1.0,0.996,0.0,0.2247,0.0022,0.376,Medium,sam
seq25_000000.png,21,3760,1719,3840,1817,5766,80,98,98,0.7355,0.6257,0.0442,0.0,0.1234,0.1867,0.3881,102.48,30.96,1.0,0.996,0.0,0.5049,0.0007,0.4323,Medium,sam
seq25_000000.png,22,1479,1715,1629,1843,15325,150,128,150,0.7982,0.6817,0.0177,0.0,0.1078,0.1596,0.4449,82.24,44.16,1.0,0.996,0.0,0.153,0.0018,0.3554,Medium,sam
seq25_000000.png,23,1697,1310,1860,1494,20534,163,184,184,0.6846,0.576,0.018,0.0,0.1392,0.2114,0.4446,69.11,38.68,212.39,0.4276,0.0,0.0,0.0025,0.1622,Low,sam
seq25_000000.png,24,3335,1802,3583,2158,53448,248,356,356,0.6054,0.5003,0.0376,0.0,0.1677,0.2502,0.4082,107.08,40.31,1.0,0.996,0.0,0.2197,0.0064,0.385,Medium,sam
seq25_000000.png,25,2571,1115,2634,1187,3321,63,72,72,0.7321,0.6425,0.0163,0.0,0.1186,0.1786,0.3692,112.87,50.87,1.0,0.996,0.0,0.8862,0.0004,0.5045,Medium,sam
seq25_000000.png,26,2064,1330,2158,1420,6109,94,90,94,0.7221,0.6354,0.019,0.0,0.1206,0.182,0.4419,67.0,33.06,1.0,0.996,0.0,0.2565,0.0007,0.3794,Medium,sam
seq25_000000.png,27,3399,1794,3561,1948,14951,162,154,162,0.5993,0.4782,0.0448,0.0,0.1772,0.2619,0.3837,124.96,40.3,1.0,0.996,0.0,0.355,0.0018,0.4138,Medium,sam
seq25_000000.png,28,1363,1817,1487,1910,7680,124,93,124,0.666,0.5706,0.0134,0.0,0.1411,0.2141,0.4732,96.18,36.79,132.15,0.5894,0.0,0.0,0.0009,0.2104,Low,sam
seq26_000000.png,1,2529,1041,2640,1172,10133,111,131,131,0.6969,0.6062,0.031,0.0,0.1294,0.1964,0.4282,100.48,26.63,1.0,0.996,0.0,0.3004,0.0012,0.3916,Medium,sam
seq26_000000.png,2,1907,32,1995,298,13773,88,266,266,0.5884,0.3587,0.0629,0.0,0.2433,0.3295,0.3963,119.25,23.0,1.0,0.996,0.0,0.4853,0.0017,0.4518,Medium,sam
seq26_000000.png,3,3275,1085,3420,1333,19061,145,248,248,0.5301,0.3944,0.0633,0.0,0.2204,0.3084,0.3923,105.81,41.34,66.0,0.768,0.0,0.0,0.0023,0.2833,Low,sam
seq26_000000.png,4,2668,1525,2795,1660,12397,127,135,135,0.7231,0.6303,0.0174,0.0,0.1221,0.1845,0.4317,108.41,25.58,1.0,0.996,0.0,0.3557,0.0015,0.3996,Medium,sam
seq26_000000.png,5,2735,1686,2875,1845,14265,140,159,159,0.6408,0.561,0.0202,0.0,0.1444,0.2189,0.4545,100.48,26.86,1.0,0.996,0.0,0.3075,0.0017,0.3954,Medium,sam
seq26_000000.png,6,3354,1095,3840,1735,197768,486,640,640,0.6358,0.493,0.0448,0.005,0.1707,0.2555,0.4005,105.52,28.17,166.42,0.5139,0.0,0.0,0.0238,0.201,Low,sam
seq26_000000.png,7,2410,695,2515,842,10764,105,147,147,0.6974,0.5898,0.0531,0.0,0.1347,0.2045,0.3871,103.68,21.72,1.0,0.996,0.0,0.6467,0.0013,0.4643,Medium,sam
seq27_000000.png,1,3638,1430,4096,1782,117504,458,352,458,0.7289,0.5479,0.0406,0.0,0.1491,0.2256,0.4028,113.97,30.03,159.07,0.5293,0.0,0.0,0.0133,0.1987,Low,sam
seq27_000000.png,2,1130,874,1394,1122,49968,264,248,264,0.7632,0.6249,0.0188,0.0,0.1237,0.1871,0.3954,109.19,32.62,213.1,0.4264,0.0,0.0,0.0056,0.1587,Low,sam
seq27_000000.png,3,1150,1354,1322,1566,26736,172,212,212,0.7332,0.612,0.0401,0.0,0.1276,0.1935,0.4362,107.37,31.79,2.2,0.9913,0.0,0.0727,0.003,0.3454,Medium,sam
seq27_000000.png,4,1250,1242,1406,1446,21984,156,204,204,0.6908,0.5909,0.0149,0.0,0.1343,0.204,0.4459,114.14,34.72,11.2,0.9562,0.0,0.034,0.0025,0.3261,Low,sam
seq27_000000.png,5,1074,1486,1222,1702,21920,148,216,216,0.6857,0.5717,0.0241,0.0,0.1407,0.2135,0.44,119.36,30.31,3.0,0.9881,0.0,0.1184,0.0025,0.3549,Medium,sam
seq27_000000.png,6,2030,246,2282,406,20240,252,160,252,0.502,0.4197,0.0715,0.0,0.206,0.2939,0.3504,142.84,14.27,26.6,0.8991,0.0,0.0,0.0023,0.3213,Low,sam
seq27_000000.png,7,1474,1010,1626,1178,16928,152,168,168,0.6629,0.5724,0.0087,0.0,0.1405,0.2132,0.4238,113.48,32.54,2.8,0.9889,0.0,0.0789,0.0019,0.3456,Medium,sam
seq27_000000.png,8,1326,1178,1474,1346,16832,148,168,168,0.677,0.5713,0.029,0.0,0.1408,0.2137,0.4402,113.59,33.42,3.2,0.9873,0.0,0.0626,0.0019,0.3439,Medium,sam
seq27_000000.png,9,1414,1090,1542,1266,14272,128,176,176,0.6335,0.5408,0.0258,0.0,0.1517,0.2292,0.4348,115.42,30.65,8.4,0.967,0.0,0.0621,0.0016,0.3397,Medium,sam
seq27_000000.png,10,2802,1194,2930,1350,13712,128,156,156,0.6867,0.5897,0.0248,0.0,0.1347,0.2045,0.4088,113.79,36.76,231.48,0.3962,0.0,0.0,0.0015,0.1522,Low,sam
seq27_000000.png,11,1558,954,1666,1110,10720,108,156,156,0.6363,0.5376,0.0269,0.0,0.1529,0.2308,0.4091,114.4,36.33,5.0,0.9802,0.0,0.0928,0.0012,0.3501,Medium,sam
seq27_000000.png,12,2054,126,2166,222,8624,112,96,112,0.8021,0.6615,0.0019,0.0,0.1132,0.1694,0.3407,178.2,16.43,206.53,0.4377,0.0,0.0,0.001,0.1571,Low,sam
seq27_000000.png,13,1130,1214,1250,1366,14046,120,152,152,0.7701,0.6044,0.0074,0.0,0.13,0.1973,0.4043,118.69,27.59,158.59,0.5303,0.0,0.0,0.0016,0.1897,Low,sam
seq27_000000.png,14,1506,1370,1650,1530,15665,144,160,160,0.6799,0.5864,0.0222,0.0,0.1358,0.2062,0.4006,137.38,32.41,1.0,0.996,0.0,0.2324,0.0018,0.3787,Medium,sam
seq27_000000.png,15,910,1659,1126,1890,32586,216,231,231,0.6531,0.5598,0.0198,0.0,0.1448,0.2195,0.4393,119.5,30.64,5.79,0.9771,0.0,0.0373,0.0037,0.3361,Medium,sam
seq27_000000.png,16,1098,2016,1342,2160,27696,244,144,244,0.7883,0.5972,0.0308,0.0,0.1323,0.2008,0.4195,132.22,25.08,1.0,0.996,0.0,0.1208,0.0031,0.3566,Medium,sam
seq27_000000.png,17,2430,1200,2606,1550,30045,176,350,350,0.4877,0.5618,0.0235,0.0,0.1441,0.2185,0.4203,118.33,39.33,1.0,0.996,0.0,0.2245,0.0034,0.3793,Medium,sam
seq27_000000.png,18,970,1330,1158,1546,27151,188,216,216,0.6686,0.5671,0.0319,0.0,0.1423,0.2159,0.4019,108.96,28.14,140.19,0.5708,0.0,0.0,0.0031,0.2073,Low,sam
seq27_000000.png,19,2446,1754,2694,2070,52216,248,316,316,0.6663,0.5705,0.0212,0.0,0.1411,0.2141,0.4348,124.98,36.68,1.0,0.996,0.0,0.1057,0.0059,0.3551,Medium,sam
seq27_000000.png,20,946,1330,1150,1598,32443,204,268,268,0.5934,0.4205,0.0719,0.0,0.2056,0.2935,0.3982,105.92,28.5,142.99,0.5644,0.0,0.0,0.0037,0.2211,Low,sam
seq27_000000.png,21,2427,1574,2646,1782,32308,219,208,219,0.7093,0.5549,0.0232,0.0,0.1466,0.222,0.4313,124.13,32.35,1.0,0.996,0.0,0.1421,0.0037,0.3634,Medium,sam
seq27_000000.png,22,2498,2034,2694,2160,17269,196,126,196,0.6993,0.5665,0.0572,0.0,0.1425,0.2161,0.442,145.3,33.58,45.0,0.8353,0.0,0.0,0.002,0.289,Low,sam
seq27_000000.png,23,2410,194,2526,336,12809,116,142,142,0.7776,0.6569,0.0239,0.0,0.1145,0.1716,0.3466,165.18,27.86,1.0,0.996,0.0,0.2294,0.0014,0.373,Medium,sam
seq27_000000.png,24,1282,1792,1486,2082,35350,204,290,290,0.5975,0.4124,0.0617,0.0,0.21,0.298,0.3985,122.61,23.76,1.0,0.996,0.0,0.275,0.004,0.4053,Medium,sam
seq27_000000.png,25,1376,1590,1546,1786,23811,170,196,196,0.7146,0.6139,0.0109,0.0,0.127,0.1925,0.4276,116.55,31.74,1.0,0.996,0.0,0.2464,0.0027,0.3784,Medium,sam
seq27_000000.png,26,2166,1378,2302,1522,15795,136,144,144,0.8065,0.6705,0.0236,0.0,0.1108,0.165,0.4087,139.13,27.89,1.0,0.996,0.0,0.4806,0.0018,0.4223,Medium,sam
seq27_000000.png,27,2450,1398,2598,1586,21517,148,188,188,0.7733,0.6384,0.0235,0.0,0.1197,0.1806,0.4299,126.02,28.96,4.2,0.9833,0.0,0.1046,0.0024,0.3457,Medium,sam
seq27_000000.png,28,2466,946,2560,1110,10437,94,164,164,0.677,0.5244,0.0168,0.0,0.1579,0.2376,0.3768,150.45,27.87,1.0,0.996,0.0,0.5108,0.0012,0.4385,Medium,sam
seq27_000000.png,29,1578,1334,1686,1418,5983,108,84,108,0.6595,0.5632,0.0567,0.0,0.1436,0.2178,0.4078,131.16,35.34,1.0,0.996,0.0,0.6659,0.0007,0.4704,Medium,sam
seq27_000000.png,30,2690,1806,2838,1974,15997,148,168,168,0.6434,0.475,0.0743,0.0,0.1786,0.2636,0.3889,106.94,23.1,214.37,0.4242,0.0,0.0,0.0018,0.1745,Low,sam
seq27_000000.png,31,2283,923,2386,1046,7561,103,123,123,0.5968,0.4613,0.0344,0.0,0.1849,0.271,0.381,146.73,27.23,1.0,0.996,0.0,0.6403,0.0009,0.4711,Medium,sam
seq28_000000.png,1,1422,1126,1638,1474,56464,216,348,348,0.7512,0.4854,0.0145,0.0,0.174,0.258,0.4021,132.31,35.67,155.01,0.5379,0.0,0.0,0.0064,0.2025,Low,sam
seq28_000000.png,2,2258,670,2430,934,32368,172,264,264,0.7128,0.5872,0.0168,0.0,0.1355,0.2058,0.37,150.15,30.43,3.6,0.9857,0.0,0.0743,0.0037,0.3437,Medium,sam
seq28_000000.png,3,2678,1090,2854,1318,26272,176,228,228,0.6547,0.5593,0.0266,0.0,0.145,0.2198,0.4014,150.1,37.47,12.0,0.9531,0.0,0.0182,0.003,0.3256,Low,sam
seq28_000000.png,4,2838,1074,3006,1270,24112,168,196,196,0.7323,0.631,0.0139,0.0,0.1219,0.1842,0.3921,144.53,36.31,172.0,0.5026,0.0,0.0,0.0027,0.1802,Low,sam
seq28_000000.png,5,2174,478,2302,638,14944,128,160,160,0.7297,0.6174,0.0107,0.0,0.1259,0.1908,0.3663,168.99,32.65,10.19,0.9601,0.0,0.0731,0.0017,0.3326,Medium,sam
seq28_000000.png,6,2830,882,2974,974,10400,144,92,144,0.785,0.631,0.03,0.0,0.1219,0.1842,0.3741,159.12,30.72,230.31,0.398,0.0,0.0,0.0012,0.1502,Low,sam
seq28_000000.png,7,2774,1318,2930,1442,14369,156,124,156,0.7428,0.6166,0.027,0.0,0.1262,0.1912,0.4167,155.89,34.79,40.35,0.851,0.0,0.0,0.0016,0.2869,Low,sam
seq28_000000.png,8,2814,1418,2994,1618,21743,180,200,200,0.604,0.5284,0.019,0.0,0.1564,0.2356,0.4123,154.47,36.08,1.0,0.996,0.0,0.1422,0.0025,0.3649,Medium,sam
seq28_000000.png,9,2954,1790,3266,2158,89129,312,368,368,0.7763,0.6103,0.0004,0.0,0.1281,0.1943,0.4052,137.29,41.77,1.0,0.996,0.0,0.0748,0.0101,0.3445,Medium,sam
seq28_000000.png,10,2818,1422,3058,1755,46107,240,333,333,0.5769,0.4494,0.0122,0.0007,0.1907,0.2777,0.4127,158.37,33.69,1.0,0.996,0.0,0.158,0.0052,0.3741,Medium,sam
